session_id,t1_structured_execution,t2_quality_perfectionism,t3_exploration_innovation,t4_analytical_insight,t5_influence_advocacy,t6_collaboration_harmony,t7_customer_orientation,t8_learning_growth,t9_discipline_trust,t10_pressure_regulation,t11_conflict_integration,t12_responsibility_accountability,theta_estimates,standard_errors,percentiles,norm_group,overall_confidence,dimension_reliability,response_consistency,dominant_talents,supporting_talents,lesser_talents,scoring_algorithm,algorithm_version,computation_time_ms,calibration_version,id,created_at,updated_at,t1_analytical_insight,t2_influence_advocacy,t3_collaboration_harmony,t4_pressure_regulation,t5_conflict_integration,t6_responsibility_accountability,t10_structured_execution,t11_quality_perfectionism,t12_exploration_innovation,t4_structured_execution,t5_quality_perfectionism,t6_exploration_innovation,t7_pressure_regulation,t8_conflict_integration,t9_responsibility_accountability,t10_customer_orientation,t11_learning_growth,t12_discipline_trust,t1_pressure_regulation,t2_conflict_integration,t3_responsibility_accountability,t10_analytical_insight,t11_influence_advocacy,t12_collaboration_harmony,t7_structured_execution,t8_quality_perfectionism,t9_exploration_innovation,t4_customer_orientation,t5_learning_growth,t6_discipline_trust,t1_responsibility_accountability,t6_structured_execution,t7_quality_perfectionism,t8_pressure_regulation,t9_customer_orientation,t10_discipline_trust,t11_exploration_innovation,t12_learning_growth,t1_discipline_trust,t2_structured_execution,t3_conflict_integration,t4_influence_advocacy,t5_exploration_innovation,t6_analytical_insight,t7_learning_growth,t10_quality_perfectionism,t11_customer_orientation,t9_collaboration_harmony,t10_exploration_innovation,t11_analytical_insight,t12_influence_advocacy,t1_exploration_innovation,t2_analytical_insight,t3_learning_growth,t4_discipline_trust,t5_pressure_regulation,t9_influence_advocacy,t10_conflict_integration,t1_customer_orientation,t4_exploration_innovation,t5_collaboration_harmony,t7_discipline_trust,t8_structured_execution,t9_analytical_insight,t2_collaboration_harmony,t3_quality_perfectionism,t6_conflict_integration,t8_customer_orientation,t11_structured_execution,t5_structured_execution,t10_influence_advocacy
v4_974bd933f668,47.3,57.6,38.0,22.9,28.7,30.5,27.8,31.0,30.3,29.2,29.1,27.3,"{""T1"": -0.2, ""T2"": 0.28, ""T3"": -0.17, ""T4"": -0.64, ""T5"": -0.88, ""T6"": -0.22, ""T7"": -0.84, ""T8"": -0.44, ""T9"": -0.03, ""T10"": -0.62, ""T11"": -0.94, ""T12"": -0.91}","{""t1"": 0.3867, ""t2"": 0.3842, ""t3"": 0.3678, ""t4"": 0.4538, ""t5"": 0.4674, ""t6"": 0.4554, ""t7"": 0.4104, ""t8"": 0.3139, ""t9"": 0.3721, ""t10"": 0.4697, ""t11"": 0.3583, ""t12"": 0.4277}","{""structured_execution"": 47.3, ""quality_perfectionism"": 57.6, ""exploration_innovation"": 38.0, ""analytical_insight"": 22.9, ""influence_advocacy"": 28.7, ""collaboration_harmony"": 30.5, ""customer_orientation"": 27.8, ""learning_growth"": 31.0, ""discipline_trust"": 30.3, ""pressure_regulation"": 29.2, ""conflict_integration"": 29.1, ""responsibility_accountability"": 27.3}",taiwan_2025,0.8660522698085994,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""quality_perfectionism"", ""structured_execution"", ""exploration_innovation"", ""learning_growth""]","[""collaboration_harmony"", ""discipline_trust"", ""pressure_regulation"", ""conflict_integration""]","[""influence_advocacy"", ""customer_orientation"", ""responsibility_accountability"", ""analytical_insight""]",thurstonian_irt_v4,4.0.0-alpha,0.1,v4_pilot_2025,24,2025-10-03T15:25:58.374042,2025-10-03T15:25:58.374053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v4_57016b8c2cda,35.1,34.4,33.1,34.1,28.7,30.6,22.2,38.6,30.2,37.2,27.1,35.3,"{""T1"": -0.06, ""T2"": -0.17, ""T3"": -0.34, ""T4"": -0.41, ""T5"": -0.71, ""T6"": -0.1, ""T7"": -0.89, ""T8"": -0.13, ""T9"": -0.28, ""T10"": -0.12, ""T11"": -0.67, ""T12"": -0.44}","{""t1"": 0.4922, ""t2"": 0.3478, ""t3"": 0.4215, ""t4"": 0.3744, ""t5"": 0.3851, ""t6"": 0.4047, ""t7"": 0.4528, ""t8"": 0.4971, ""t9"": 0.3687, ""t10"": 0.3708, ""t11"": 0.3169, ""t12"": 0.4419}","{""structured_execution"": 35.1, ""quality_perfectionism"": 34.4, ""exploration_innovation"": 33.1, ""analytical_insight"": 34.1, ""influence_advocacy"": 28.7, ""collaboration_harmony"": 30.6, ""customer_orientation"": 22.2, ""learning_growth"": 38.6, ""discipline_trust"": 30.2, ""pressure_regulation"": 37.2, ""conflict_integration"": 27.1, ""responsibility_accountability"": 35.3}",taiwan_2025,0.8924882834951703,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""learning_growth"", ""pressure_regulation"", ""responsibility_accountability"", ""structured_execution""]","[""quality_perfectionism"", ""analytical_insight"", ""exploration_innovation"", ""collaboration_harmony""]","[""discipline_trust"", ""influence_advocacy"", ""conflict_integration"", ""customer_orientation""]",thurstonian_irt_v4,4.0.0-alpha,0.3,v4_pilot_2025,25,2025-10-03T15:28:23.125993,2025-10-03T15:28:23.126005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v4_9ce8d21ab4b9,,,,80.5,64.9,,,,,,,,"{""T1"": 2.33, ""T2"": 1.67, ""T3"": 1.84, ""T4"": 0.6, ""T5"": 0.31, ""T6"": 0.03, ""T7"": 0.38, ""T8"": 0.3, ""T9"": -0.33, ""T10"": -0.28, ""T11"": -0.9, ""T12"": -0.77}","{""t1"": 0.44, ""t2"": 0.3885, ""t3"": 0.4686, ""t4"": 0.4906, ""t5"": 0.3795, ""t6"": 0.4004, ""t7"": 0.4874, ""t8"": 0.4213, ""t9"": 0.3969, ""t10"": 0.3853, ""t11"": 0.4429, ""t12"": 0.4563}","{""responsibility_accountability"": 96.7, ""conflict_integration"": 90.3, ""collaboration_harmony"": 84.3, ""analytical_insight"": 80.5, ""influence_advocacy"": 64.9, ""structured_execution"": 59.8, ""quality_perfectionism"": 54.6, ""pressure_regulation"": 50.8, ""customer_orientation"": 34.1, ""discipline_trust"": 30.2, ""exploration_innovation"": 24.8, ""learning_growth"": 21.8}",taiwan_2025,0.8703001583420004,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""responsibility_accountability"", ""conflict_integration"", ""collaboration_harmony"", ""analytical_insight""]","[""influence_advocacy"", ""structured_execution"", ""quality_perfectionism"", ""pressure_regulation""]","[""customer_orientation"", ""discipline_trust"", ""exploration_innovation"", ""learning_growth""]",thurstonian_irt_v4,4.0.0-alpha,0.2,v4_pilot_2025,26,2025-10-03T15:31:29.585482,2025-10-03T15:31:29.585492,,,84.3,,,,,,,,,,,,,,,,,90.3,,,,,,,,,,,96.7,59.8,54.6,50.8,34.1,30.2,24.8,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v4_22c5765ab650,,,,,,,,,,,,,"{""T1"": 1.81, ""T2"": 1.35, ""T3"": 1.49, ""T4"": 0.58, ""T5"": 0.34, ""T6"": 0.21, ""T7"": 0.27, ""T8"": 0.22, ""T9"": -0.18, ""T10"": -0.51, ""T11"": -0.66, ""T12"": -0.84}","{""t1"": 0.4526, ""t2"": 0.4038, ""t3"": 0.4258, ""t4"": 0.4085, ""t5"": 0.3135, ""t6"": 0.3323, ""t7"": 0.3918, ""t8"": 0.4343, ""t9"": 0.3098, ""t10"": 0.3916, ""t11"": 0.3907, ""t12"": 0.4068}","{""discipline_trust"": 94.1, ""structured_execution"": 88.6, ""conflict_integration"": 84.0, ""influence_advocacy"": 79.8, ""exploration_innovation"": 64.0, ""analytical_insight"": 60.1, ""learning_growth"": 55.0, ""pressure_regulation"": 51.9, ""responsibility_accountability"": 34.5, ""quality_perfectionism"": 29.1, ""customer_orientation"": 24.4, ""collaboration_harmony"": 20.0}",taiwan_2025,0.860245436245082,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""discipline_trust"", ""structured_execution"", ""conflict_integration"", ""influence_advocacy""]","[""exploration_innovation"", ""analytical_insight"", ""learning_growth"", ""pressure_regulation""]","[""responsibility_accountability"", ""quality_perfectionism"", ""customer_orientation"", ""collaboration_harmony""]",thurstonian_irt_v4,4.0.0-alpha,0.1,v4_pilot_2025,27,2025-10-03T15:34:40.528382,2025-10-03T15:34:40.528392,,,,,,,,,,,,,,,34.5,,,,,,,,,20.0,,,,,,,,,,51.9,,,,,94.1,88.6,84.0,79.8,64.0,60.1,55.0,29.1,24.4,,,,,,,,,,,,,,,,,,,,,,,,
v4_261163e7b25f,95.2,89.1,,,,,,,,,,,"{""T1"": 2.42, ""T2"": 2.13, ""T3"": 2.28, ""T4"": 0.69, ""T5"": 0.19, ""T6"": 0.04, ""T7"": 0.09, ""T8"": 0.16, ""T9"": -0.22, ""T10"": -0.88, ""T11"": -0.96, ""T12"": -0.57}","{""t1"": 0.4408, ""t2"": 0.3543, ""t3"": 0.3939, ""t4"": 0.4807, ""t5"": 0.3552, ""t6"": 0.3962, ""t7"": 0.3069, ""t8"": 0.321, ""t9"": 0.4887, ""t10"": 0.4036, ""t11"": 0.4981, ""t12"": 0.4686}","{""structured_execution"": 95.2, ""quality_perfectionism"": 89.1, ""responsibility_accountability"": 86.0, ""customer_orientation"": 79.9, ""learning_growth"": 66.5, ""discipline_trust"": 60.3, ""pressure_regulation"": 56.3, ""conflict_integration"": 51.1, ""collaboration_harmony"": 35.4, ""exploration_innovation"": 29.3, ""analytical_insight"": 25.3, ""influence_advocacy"": 19.9}",taiwan_2025,0.8534909742804945,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""structured_execution"", ""quality_perfectionism"", ""responsibility_accountability"", ""customer_orientation""]","[""learning_growth"", ""discipline_trust"", ""pressure_regulation"", ""conflict_integration""]","[""collaboration_harmony"", ""exploration_innovation"", ""analytical_insight"", ""influence_advocacy""]",thurstonian_irt_v4,4.0.0-alpha,0.2,v4_pilot_2025,28,2025-10-03T15:43:02.829481,2025-10-03T15:43:02.829492,,,,,,,,,,,,,56.3,51.1,,,,,,,86.0,,,,,,,79.9,66.5,60.3,,,,,,,,,,,,,,,,,,35.4,29.3,25.3,19.9,,,,,,,,,,,,,,,,,,,,
v4_4f411ce29bc6,,,,,,,,,,,,,"{""T1"": 1.96, ""T2"": 1.6, ""T3"": 2.16, ""T4"": 0.55, ""T5"": 0.17, ""T6"": 0.5, ""T7"": 0.44, ""T8"": 0.46, ""T9"": -0.49, ""T10"": -0.86, ""T11"": -0.78, ""T12"": -0.64}","{""t1"": 0.4641, ""t2"": 0.3119, ""t3"": 0.4855, ""t4"": 0.3634, ""t5"": 0.3729, ""t6"": 0.3991, ""t7"": 0.3923, ""t8"": 0.3956, ""t9"": 0.3153, ""t10"": 0.3123, ""t11"": 0.3795, ""t12"": 0.3502}","{""exploration_innovation"": 96.1, ""analytical_insight"": 88.0, ""learning_growth"": 86.7, ""discipline_trust"": 80.4, ""pressure_regulation"": 63.2, ""responsibility_accountability"": 61.6, ""structured_execution"": 55.2, ""quality_perfectionism"": 51.7, ""influence_advocacy"": 35.5, ""conflict_integration"": 29.1, ""customer_orientation"": 23.1, ""collaboration_harmony"": 18.2}",taiwan_2025,0.9030768653080096,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""exploration_innovation"", ""analytical_insight"", ""learning_growth"", ""discipline_trust""]","[""pressure_regulation"", ""responsibility_accountability"", ""structured_execution"", ""quality_perfectionism""]","[""influence_advocacy"", ""conflict_integration"", ""customer_orientation"", ""collaboration_harmony""]",thurstonian_irt_v4,4.0.0-alpha,0.1,v4_pilot_2025,29,2025-10-03T15:43:07.021936,2025-10-03T15:43:07.021945,,,,,,61.6,,,,,,,,,,,,,,,,,,18.2,55.2,51.7,,,,,,,,,,,,,,,,,,,,,23.1,,,,,96.1,88.0,86.7,80.4,63.2,35.5,29.1,,,,,,,,,,,,,
v4_2c3babd74702,,,,,,,,,,29.6,,,"{""T1"": 1.77, ""T2"": 2.4, ""T3"": 2.21, ""T4"": 0.99, ""T5"": 0.3, ""T6"": 0.26, ""T7"": 0.15, ""T8"": -0.13, ""T9"": -0.17, ""T10"": -0.54, ""T11"": -0.58, ""T12"": -0.65}","{""t1"": 0.4132, ""t2"": 0.4161, ""t3"": 0.3769, ""t4"": 0.4344, ""t5"": 0.3639, ""t6"": 0.4949, ""t7"": 0.3688, ""t8"": 0.3162, ""t9"": 0.451, ""t10"": 0.4372, ""t11"": 0.3444, ""t12"": 0.3202}","{""customer_orientation"": 94.6, ""influence_advocacy"": 91.5, ""conflict_integration"": 84.8, ""exploration_innovation"": 79.6, ""collaboration_harmony"": 66.0, ""responsibility_accountability"": 58.1, ""discipline_trust"": 53.5, ""structured_execution"": 49.8, ""analytical_insight"": 35.0, ""pressure_regulation"": 29.6, ""quality_perfectionism"": 26.9, ""learning_growth"": 19.6}",taiwan_2025,0.9263806870065303,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""customer_orientation"", ""influence_advocacy"", ""conflict_integration"", ""exploration_innovation""]","[""collaboration_harmony"", ""responsibility_accountability"", ""discipline_trust"", ""structured_execution""]","[""analytical_insight"", ""pressure_regulation"", ""quality_perfectionism"", ""learning_growth""]",thurstonian_irt_v4,4.0.0-alpha,0.1,v4_pilot_2025,30,2025-10-03T15:43:10.469574,2025-10-03T15:43:10.469584,,91.5,,,,58.1,,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,,,84.8,,,,,,,,,,,,,,,,,,94.6,79.6,66.0,53.5,49.8,35.0,,,,,,,
v4_5c4dc4c7d761,,,,,64.3,,,,,,,20.5,"{""T1"": 2.09, ""T2"": 1.46, ""T3"": 1.98, ""T4"": 0.79, ""T5"": 0.41, ""T6"": 0.46, ""T7"": 0.3, ""T8"": -0.11, ""T9"": -0.13, ""T10"": -0.68, ""T11"": -0.66, ""T12"": -0.51}","{""t1"": 0.3264, ""t2"": 0.4999, ""t3"": 0.3201, ""t4"": 0.3815, ""t5"": 0.3429, ""t6"": 0.3844, ""t7"": 0.4075, ""t8"": 0.372, ""t9"": 0.3035, ""t10"": 0.4644, ""t11"": 0.3929, ""t12"": 0.315}","{""pressure_regulation"": 96.9, ""collaboration_harmony"": 91.5, ""quality_perfectionism"": 85.4, ""discipline_trust"": 79.3, ""influence_advocacy"": 64.3, ""conflict_integration"": 61.1, ""learning_growth"": 54.8, ""customer_orientation"": 49.6, ""exploration_innovation"": 33.8, ""analytical_insight"": 28.9, ""structured_execution"": 26.2, ""responsibility_accountability"": 20.5}",taiwan_2025,0.9271768657489596,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""pressure_regulation"", ""collaboration_harmony"", ""quality_perfectionism"", ""discipline_trust""]","[""influence_advocacy"", ""conflict_integration"", ""learning_growth"", ""customer_orientation""]","[""exploration_innovation"", ""analytical_insight"", ""structured_execution"", ""responsibility_accountability""]",thurstonian_irt_v4,4.0.0-alpha,0.1,v4_pilot_2025,31,2025-10-03T15:43:14.692578,2025-10-03T15:43:14.692588,,,,,,,,,,,,,,,,,,,96.9,,,28.9,,,,,33.8,,,,,,,,,,,,,,,,,,54.8,,,,,,,,,,79.3,,,,,,,,,,91.5,85.4,61.1,49.6,26.2,,
v4_2e76cae3b245,96.6,91.4,,,,,,,,,,,"{""T1"": 2.33, ""T2"": 1.36, ""T3"": 2.12, ""T4"": 0.78, ""T5"": 0.34, ""T6"": 0.26, ""T7"": 0.32, ""T8"": 0.13, ""T9"": -0.1, ""T10"": -0.85, ""T11"": -0.89, ""T12"": -0.68}","{""t1"": 0.4344, ""t2"": 0.3698, ""t3"": 0.4821, ""t4"": 0.4573, ""t5"": 0.4757, ""t6"": 0.3007, ""t7"": 0.3964, ""t8"": 0.3713, ""t9"": 0.346, ""t10"": 0.3861, ""t11"": 0.4384, ""t12"": 0.4823}","{""structured_execution"": 96.6, ""quality_perfectionism"": 91.4, ""responsibility_accountability"": 84.5, ""customer_orientation"": 81.3, ""learning_growth"": 65.0, ""discipline_trust"": 59.2, ""pressure_regulation"": 55.3, ""conflict_integration"": 50.6, ""collaboration_harmony"": 36.9, ""exploration_innovation"": 28.9, ""analytical_insight"": 25.4, ""influence_advocacy"": 20.9}",taiwan_2025,0.8757762815440352,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""structured_execution"", ""quality_perfectionism"", ""responsibility_accountability"", ""customer_orientation""]","[""learning_growth"", ""discipline_trust"", ""pressure_regulation"", ""conflict_integration""]","[""collaboration_harmony"", ""exploration_innovation"", ""analytical_insight"", ""influence_advocacy""]",thurstonian_irt_v4,4.0.0-alpha,0.1,v4_pilot_2025,32,2025-10-03T15:43:42.894496,2025-10-03T15:43:42.894506,,,,,,,,,,,,,55.3,50.6,,,,,,,84.5,,,,,,,81.3,65.0,59.2,,,,,,,,,,,,,,,,,,36.9,28.9,25.4,20.9,,,,,,,,,,,,,,,,,,,,
v4_d52cc95aa7e5,,,,,,,,,,,,,"{""T1"": 1.76, ""T2"": 2.16, ""T3"": 2.35, ""T4"": 0.77, ""T5"": 0.0, ""T6"": 0.03, ""T7"": 0.44, ""T8"": 0.11, ""T9"": -0.28, ""T10"": -0.82, ""T11"": -0.51, ""T12"": -0.91}","{""t1"": 0.4834, ""t2"": 0.3325, ""t3"": 0.4842, ""t4"": 0.4302, ""t5"": 0.3497, ""t6"": 0.3868, ""t7"": 0.425, ""t8"": 0.4712, ""t9"": 0.3313, ""t10"": 0.3873, ""t11"": 0.3211, ""t12"": 0.4133}","{""exploration_innovation"": 94.8, ""analytical_insight"": 89.7, ""learning_growth"": 86.0, ""discipline_trust"": 81.1, ""pressure_regulation"": 65.9, ""responsibility_accountability"": 61.8, ""structured_execution"": 56.7, ""quality_perfectionism"": 51.1, ""influence_advocacy"": 36.2, ""conflict_integration"": 29.7, ""customer_orientation"": 24.8, ""collaboration_harmony"": 21.0}",taiwan_2025,0.8749455231677933,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""exploration_innovation"", ""analytical_insight"", ""learning_growth"", ""discipline_trust""]","[""pressure_regulation"", ""responsibility_accountability"", ""structured_execution"", ""quality_perfectionism""]","[""influence_advocacy"", ""conflict_integration"", ""customer_orientation"", ""collaboration_harmony""]",thurstonian_irt_v4,4.0.0-alpha,0.1,v4_pilot_2025,33,2025-10-03T15:43:47.321008,2025-10-03T15:43:47.321018,,,,,,61.8,,,,,,,,,,,,,,,,,,21.0,56.7,51.1,,,,,,,,,,,,,,,,,,,,,24.8,,,,,94.8,89.7,86.0,81.1,65.9,36.2,29.7,,,,,,,,,,,,,
v4_b339d519f357,,,,,,,,,,30.0,,,"{""T1"": 1.46, ""T2"": 1.12, ""T3"": 2.49, ""T4"": 0.66, ""T5"": 0.39, ""T6"": 0.13, ""T7"": 0.24, ""T8"": 0.22, ""T9"": -0.23, ""T10"": -0.46, ""T11"": -0.62, ""T12"": -0.58}","{""t1"": 0.3254, ""t2"": 0.3363, ""t3"": 0.4994, ""t4"": 0.3678, ""t5"": 0.4314, ""t6"": 0.463, ""t7"": 0.4248, ""t8"": 0.3488, ""t9"": 0.3111, ""t10"": 0.3804, ""t11"": 0.3716, ""t12"": 0.362}","{""customer_orientation"": 93.9, ""influence_advocacy"": 88.8, ""conflict_integration"": 86.5, ""exploration_innovation"": 79.0, ""collaboration_harmony"": 65.7, ""responsibility_accountability"": 59.2, ""discipline_trust"": 53.5, ""structured_execution"": 50.0, ""analytical_insight"": 35.5, ""pressure_regulation"": 30.0, ""quality_perfectionism"": 26.2, ""learning_growth"": 19.0}",taiwan_2025,0.8811563129197779,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""customer_orientation"", ""influence_advocacy"", ""conflict_integration"", ""exploration_innovation""]","[""collaboration_harmony"", ""responsibility_accountability"", ""discipline_trust"", ""structured_execution""]","[""analytical_insight"", ""pressure_regulation"", ""quality_perfectionism"", ""learning_growth""]",thurstonian_irt_v4,4.0.0-alpha,0.1,v4_pilot_2025,34,2025-10-03T15:43:51.524493,2025-10-03T15:43:51.524505,,88.8,,,,59.2,,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,86.5,,,,,,,,,,,,,,,,,,93.9,79.0,65.7,53.5,50.0,35.5,,,,,,,
v4_8a76783b9eb6,,,,,65.1,,,,,,,19.0,"{""T1"": 1.05, ""T2"": 2.25, ""T3"": 1.0, ""T4"": 0.94, ""T5"": 0.32, ""T6"": 0.0, ""T7"": 0.06, ""T8"": -0.48, ""T9"": -0.09, ""T10"": -0.6, ""T11"": -0.7, ""T12"": -0.74}","{""t1"": 0.3991, ""t2"": 0.3421, ""t3"": 0.3674, ""t4"": 0.3976, ""t5"": 0.4901, ""t6"": 0.4468, ""t7"": 0.4338, ""t8"": 0.4231, ""t9"": 0.3034, ""t10"": 0.3053, ""t11"": 0.3226, ""t12"": 0.4974}","{""pressure_regulation"": 94.9, ""collaboration_harmony"": 91.8, ""quality_perfectionism"": 83.7, ""discipline_trust"": 81.7, ""influence_advocacy"": 65.1, ""conflict_integration"": 58.2, ""learning_growth"": 55.7, ""customer_orientation"": 48.1, ""exploration_innovation"": 36.9, ""analytical_insight"": 29.5, ""structured_execution"": 24.8, ""responsibility_accountability"": 19.0}",taiwan_2025,0.86596383496044,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""pressure_regulation"", ""collaboration_harmony"", ""quality_perfectionism"", ""discipline_trust""]","[""influence_advocacy"", ""conflict_integration"", ""learning_growth"", ""customer_orientation""]","[""exploration_innovation"", ""analytical_insight"", ""structured_execution"", ""responsibility_accountability""]",thurstonian_irt_v4,4.0.0-alpha,0.1,v4_pilot_2025,35,2025-10-03T15:43:55.793126,2025-10-03T15:43:55.793137,,,,,,,,,,,,,,,,,,,94.9,,,29.5,,,,,36.9,,,,,,,,,,,,,,,,,,55.7,,,,,,,,,,81.7,,,,,,,,,,91.8,83.7,58.2,48.1,24.8,,
v4_97715fca2c29,,88.2,,,,,,,,,,,"{""T1"": 2.25, ""T2"": 1.23, ""T3"": 1.28, ""T4"": 0.72, ""T5"": 0.22, ""T6"": 0.12, ""T7"": 0.15, ""T8"": 0.32, ""T9"": -0.35, ""T10"": -0.47, ""T11"": -0.95, ""T12"": -0.5}","{""t1"": 0.4692, ""t2"": 0.3982, ""t3"": 0.3874, ""t4"": 0.3937, ""t5"": 0.41, ""t6"": 0.4461, ""t7"": 0.4763, ""t8"": 0.3208, ""t9"": 0.4473, ""t10"": 0.3382, ""t11"": 0.3256, ""t12"": 0.4716}","{""responsibility_accountability"": 96.5, ""quality_perfectionism"": 88.2, ""collaboration_harmony"": 84.5, ""pressure_regulation"": 81.7, ""structured_execution"": 65.1, ""analytical_insight"": 59.6, ""learning_growth"": 54.2, ""conflict_integration"": 50.3, ""exploration_innovation"": 34.7, ""influence_advocacy"": 31.5, ""customer_orientation"": 23.9, ""discipline_trust"": 21.5}",taiwan_2025,0.8655640614049229,"{""t1"": 0.87, ""t2"": 0.87, ""t3"": 0.87, ""t4"": 0.87, ""t5"": 0.87, ""t6"": 0.87, ""t7"": 0.87, ""t8"": 0.87, ""t9"": 0.87, ""t10"": 0.87, ""t11"": 0.87, ""t12"": 0.87}",0.0,"[""responsibility_accountability"", ""quality_perfectionism"", ""collaboration_harmony"", ""pressure_regulation""]","[""structured_execution"", ""analytical_insight"", ""learning_growth"", ""conflict_integration""]","[""exploration_innovation"", ""influence_advocacy"", ""customer_orientation"", ""discipline_trust""]",thurstonian_irt_v4,4.0.0-alpha,0.1,v4_pilot_2025,36,2025-10-03T15:46:44.497552,2025-10-03T15:46:44.497563,,,84.5,81.7,,,,,,,,,,50.3,,,,21.5,,,,,,,,,34.7,,,,96.5,,,,,,,,,,,,,59.6,54.2,,23.9,,,,,,,,,,,,,,,,,,,,,,,65.1,31.5
